date,aqi_co,aqi_no2,aqi_ozone,aqi_pm25,aqi_so2
2020-12-09,20.0,67.0,40.0,68.0,3.0
2020-12-10,13.0,50.0,38.0,72.0,0.0
2020-12-11,19.0,50.0,41.0,83.0,0.0
2020-12-12,24.0,36.0,39.0,97.0,0.0
2020-12-13,19.0,33.0,44.0,76.0,0.0
2020-12-14,8.0,46.0,39.0,55.0,0.0
2020-12-15,16.0,60.0,40.0,88.0,0.0
2020-12-16,19.0,65.0,35.0,72.0,0.0
2020-12-17,24.0,53.0,40.0,79.0,4.0
2020-12-18,23.0,51.0,41.0,90.0,0.0
2020-12-19,32.0,48.0,38.0,84.0,0.0
2020-12-20,23.0,46.0,43.0,85.0,1.0
2020-12-21,30.0,60.0,39.0,65.0,1.0
2020-12-22,18.0,49.0,36.0,77.0,3.0
2020-12-23,20.0,71.0,43.0,95.0,3.0
2020-12-24,18.0,53.0,35.0,71.0,0.0
2020-12-25,15.0,36.0,37.0,79.0,1.0
2020-12-26,28.0,37.0,36.0,116.0,1.0
2020-12-27,10.0,25.0,36.0,71.0,0.0
2020-12-28,6.0,41.0,34.0,57.0,0.0
2020-12-29,20.0,51.0,39.0,68.0,1.0
2020-12-30,25.0,57.0,42.0,79.0,1.0
2020-12-31,28.0,54.0,37.0,120.0,0.0
2021-01-01,42.0,34.0,40.0,184.0,1.0
2021-01-02,19.0,31.0,33.0,77.0,1.0
2021-01-03,18.0,27.0,35.0,82.0,1.0
2021-01-04,18.0,46.0,32.0,77.0,1.0
2021-01-05,13.0,50.0,33.0,84.0,1.0
2021-01-06,26.0,68.0,34.0,90.0,3.0
2021-01-07,15.0,74.0,35.0,84.0,4.0
2021-01-08,19.0,58.0,41.0,88.0,3.0
2021-01-09,18.0,42.0,40.0,96.0,1.0
2021-01-10,24.0,34.0,38.0,71.0,0.0
2021-01-11,17.0,64.0,36.0,69.0,1.0
2021-01-12,16.0,52.0,32.0,69.0,3.0
2021-01-13,25.0,73.0,35.0,77.0,3.0
2021-01-14,26.0,55.0,38.0,86.0,3.0
2021-01-15,38.0,51.0,40.0,82.0,7.0
2021-01-16,39.0,55.0,43.0,93.0,7.0
2021-01-17,31.0,52.0,45.0,84.0,1.0
2021-01-18,16.0,51.0,38.0,74.0,1.0
2021-01-19,7.0,42.0,38.0,62.0,0.0
2021-01-20,13.0,43.0,37.0,51.0,0.0
2021-01-21,11.0,41.0,37.0,58.0,1.0
2021-01-22,9.0,32.0,39.0,53.0,0.0
2021-01-23,5.0,25.0,32.0,57.0,0.0
2021-01-24,14.0,23.0,36.0,62.0,1.0
2021-01-25,6.0,42.0,40.0,38.0,0.0
2021-01-26,8.0,48.0,38.0,52.0,0.0
2021-01-27,6.0,32.0,39.0,54.0,0.0
2021-01-28,11.0,36.0,36.0,54.0,0.0
2021-01-29,9.0,40.0,34.0,55.0,0.0
2021-01-30,13.0,34.0,38.0,70.0,0.0
2021-01-31,13.0,38.0,39.0,60.0,1.0
2021-02-01,10.0,61.0,30.0,58.0,3.0
2021-02-02,13.0,50.0,40.0,57.0,1.0
2021-02-03,10.0,41.0,37.0,59.0,0.0
2021-02-04,7.0,50.0,43.0,62.0,0.0
2021-02-05,13.0,56.0,42.0,69.0,3.0
2021-02-06,24.0,55.0,47.0,96.0,3.0
2021-02-07,22.0,38.0,48.0,84.0,3.0
2021-02-08,11.0,34.0,47.0,83.0,0.0
2021-02-09,7.0,48.0,44.0,83.0,0.0
2021-02-10,8.0,47.0,43.0,74.0,0.0
2021-02-11,18.0,51.0,45.0,84.0,1.0
2021-02-12,6.0,34.0,39.0,65.0,10.0
2021-02-13,9.0,27.0,42.0,55.0,0.0
2021-02-14,7.0,30.0,43.0,41.0,1.0
2021-02-15,8.0,32.0,37.0,55.0,1.0
2021-02-16,7.0,30.0,42.0,57.0,1.0
2021-02-17,7.0,46.0,42.0,57.0,0.0
2021-02-18,15.0,44.0,44.0,61.0,1.0
2021-02-19,15.0,57.0,40.0,63.0,1.0
2021-02-20,16.0,36.0,43.0,63.0,1.0
2021-02-21,17.0,39.0,45.0,64.0,1.0
2021-02-22,17.0,60.0,44.0,57.0,3.0
2021-02-23,14.0,56.0,41.0,63.0,1.0
2021-02-24,10.0,49.0,51.0,61.0,1.0
2021-02-25,8.0,45.0,47.0,63.0,1.0
2021-02-26,17.0,44.0,46.0,66.0,1.0
2021-02-27,11.0,41.0,45.0,70.0,1.0
2021-02-28,13.0,40.0,46.0,62.0,1.0
2021-03-01,9.0,64.0,45.0,49.0,1.0
2021-03-02,18.0,48.0,47.0,60.0,1.0
2021-03-03,9.0,44.0,45.0,57.0,0.0
2021-03-04,13.0,47.0,49.0,59.0,0.0
2021-03-05,15.0,50.0,64.0,68.0,1.0
2021-03-06,8.0,38.0,50.0,60.0,3.0
2021-03-07,6.0,19.0,46.0,56.0,0.0
2021-03-08,6.0,36.0,44.0,54.0,0.0
2021-03-09,9.0,32.0,44.0,52.0,1.0
2021-03-10,5.0,31.0,43.0,43.0,1.0
2021-03-11,6.0,52.0,44.0,36.0,0.0
2021-03-12,8.0,44.0,43.0,58.0,0.0
2021-03-13,11.0,34.0,44.0,64.0,0.0
2021-03-14,7.0,25.0,48.0,57.0,0.0
2021-03-15,6.0,26.0,42.0,43.0,0.0
2021-03-16,6.0,49.0,40.0,44.0,0.0
2021-03-17,13.0,51.0,48.0,58.0,0.0
2021-03-18,9.0,42.0,64.0,61.0,1.0
2021-03-19,11.0,40.0,43.0,57.0,1.0
2021-03-20,6.0,29.0,44.0,54.0,0.0
2021-03-21,9.0,26.0,46.0,55.0,1.0
2021-03-22,8.0,45.0,47.0,56.0,1.0
2021-03-23,5.0,42.0,43.0,55.0,1.0
2021-03-24,9.0,42.0,47.0,56.0,1.0
2021-03-25,6.0,29.0,42.0,55.0,0.0
2021-03-26,6.0,37.0,43.0,54.0,1.0
2021-03-27,10.0,38.0,49.0,62.0,1.0
2021-03-28,15.0,43.0,77.0,65.0,1.0
2021-03-29,11.0,55.0,67.0,61.0,1.0
2021-03-30,5.0,39.0,67.0,68.0,0.0
2021-03-31,11.0,69.0,74.0,63.0,1.0
2021-04-01,11.0,61.0,80.0,58.0,3.0
2021-04-02,8.0,43.0,93.0,64.0,0.0
2021-04-03,7.0,30.0,112.0,74.0,1.0
2021-04-04,9.0,28.0,112.0,67.0,3.0
2021-04-05,6.0,31.0,49.0,62.0,1.0
2021-04-06,6.0,36.0,51.0,66.0,0.0
2021-04-07,9.0,53.0,87.0,65.0,3.0
2021-04-08,7.0,38.0,64.0,64.0,1.0
2021-04-09,7.0,31.0,80.0,69.0,1.0
2021-04-10,7.0,32.0,100.0,71.0,1.0
2021-04-11,6.0,18.0,101.0,76.0,0.0
2021-04-12,6.0,33.0,71.0,70.0,0.0
2021-04-13,6.0,32.0,46.0,60.0,0.0
2021-04-14,6.0,51.0,51.0,63.0,1.0
2021-04-15,6.0,42.0,51.0,67.0,0.0
2021-04-16,6.0,44.0,71.0,75.0,1.0
2021-04-17,6.0,28.0,93.0,76.0,1.0
2021-04-18,11.0,32.0,71.0,58.0,1.0
2021-04-19,9.0,45.0,80.0,64.0,3.0
2021-04-20,6.0,31.0,74.0,72.0,0.0
2021-04-21,6.0,31.0,44.0,58.0,0.0
2021-04-22,6.0,51.0,44.0,55.0,0.0
2021-04-23,6.0,48.0,47.0,60.0,0.0
2021-04-24,6.0,31.0,47.0,59.0,0.0
2021-04-25,6.0,13.0,45.0,56.0,0.0
2021-04-26,5.0,39.0,40.0,42.0,0.0
2021-04-27,5.0,40.0,44.0,53.0,0.0
2021-04-28,7.0,42.0,49.0,61.0,1.0
2021-04-29,8.0,54.0,90.0,67.0,3.0
2021-04-30,10.0,60.0,133.0,67.0,6.0
2021-05-01,6.0,39.0,90.0,69.0,1.0
2021-05-02,5.0,15.0,51.0,61.0,0.0
2021-05-03,6.0,41.0,54.0,70.0,1.0
2021-05-04,6.0,39.0,100.0,78.0,1.0
2021-05-05,6.0,35.0,129.0,82.0,1.0
2021-05-06,6.0,29.0,84.0,73.0,0.0
2021-05-07,5.0,39.0,74.0,65.0,0.0
2021-05-08,5.0,16.0,90.0,65.0,0.0
2021-05-09,5.0,14.0,84.0,69.0,0.0
2021-05-10,6.0,33.0,51.0,65.0,0.0
2021-05-11,6.0,37.0,97.0,65.0,0.0
2021-05-12,6.0,48.0,97.0,69.0,0.0
2021-05-13,6.0,53.0,97.0,67.0,0.0
2021-05-14,5.0,38.0,80.0,65.0,0.0
2021-05-15,7.0,13.0,49.0,76.0,0.0
2021-05-16,7.0,16.0,44.0,64.0,0.0
2021-05-17,5.0,48.0,51.0,56.0,0.0
2021-05-18,5.0,43.0,74.0,60.0,0.0
2021-05-19,5.0,34.0,84.0,64.0,0.0
2021-05-20,5.0,42.0,54.0,66.0,0.0
2021-05-21,5.0,41.0,45.0,61.0,0.0
2021-05-22,5.0,26.0,46.0,61.0,0.0
2021-05-23,6.0,24.0,54.0,62.0,3.0
2021-05-24,7.0,64.0,97.0,63.0,3.0
2021-05-25,7.0,44.0,100.0,69.0,3.0
2021-05-26,5.0,35.0,61.0,71.0,0.0
2021-05-27,5.0,34.0,90.0,69.0,1.0
2021-05-28,6.0,32.0,122.0,73.0,1.0
2021-05-29,6.0,21.0,71.0,65.0,0.0
2021-05-30,6.0,11.0,80.0,63.0,0.0
2021-05-31,5.0,20.0,101.0,66.0,0.0
2021-06-01,6.0,38.0,140.0,75.0,1.0
2021-06-02,6.0,46.0,161.0,67.0,0.0
2021-06-03,5.0,26.0,159.0,66.0,0.0
2021-06-04,6.0,41.0,108.0,64.0,1.0
2021-06-05,5.0,16.0,54.0,61.0,0.0
2021-06-06,5.0,11.0,50.0,57.0,0.0
2021-06-07,5.0,16.0,40.0,50.0,0.0
2021-06-08,5.0,33.0,58.0,54.0,0.0
2021-06-09,5.0,40.0,54.0,58.0,1.0
2021-06-10,5.0,37.0,50.0,57.0,1.0
2021-06-11,6.0,37.0,119.0,68.0,3.0
2021-06-12,7.0,33.0,172.0,68.0,3.0
2021-06-13,6.0,27.0,143.0,62.0,3.0
2021-06-14,7.0,36.0,97.0,62.0,3.0
2021-06-15,7.0,53.0,129.0,70.0,3.0
2021-06-16,6.0,30.0,169.0,72.0,1.0
2021-06-17,8.0,36.0,140.0,75.0,1.0
2021-06-18,6.0,22.0,159.0,78.0,0.0
2021-06-19,6.0,23.0,169.0,71.0,1.0
2021-06-20,5.0,24.0,129.0,68.0,0.0
2021-06-21,5.0,33.0,115.0,67.0,1.0
2021-06-22,5.0,36.0,74.0,59.0,1.0
2021-06-23,5.0,34.0,58.0,61.0,1.0
2021-06-24,5.0,33.0,44.0,51.0,1.0
2021-06-25,5.0,32.0,48.0,57.0,1.0
2021-06-26,5.0,27.0,140.0,66.0,3.0
2021-06-27,5.0,23.0,177.0,72.0,1.0
2021-06-28,6.0,38.0,195.0,74.0,0.0
2021-06-29,7.0,30.0,108.0,66.0,1.0
2021-06-30,7.0,30.0,143.0,63.0,0.0
2021-07-01,5.0,37.0,112.0,68.0,3.0
2021-07-02,6.0,43.0,108.0,65.0,1.0
2021-07-03,5.0,25.0,119.0,66.0,1.0
2021-07-04,5.0,24.0,108.0,142.0,3.0
2021-07-05,5.0,22.0,126.0,180.0,0.0
2021-07-06,5.0,33.0,136.0,65.0,1.0
2021-07-07,6.0,40.0,187.0,69.0,0.0
2021-07-08,5.0,36.0,179.0,74.0,0.0
2021-07-09,6.0,32.0,185.0,70.0,3.0
2021-07-10,5.0,29.0,150.0,72.0,3.0
2021-07-11,5.0,17.0,115.0,74.0,1.0
2021-07-12,5.0,35.0,112.0,70.0,1.0
2021-07-13,6.0,41.0,119.0,72.0,0.0
2021-07-14,5.0,29.0,90.0,65.0,1.0
2021-07-15,5.0,33.0,87.0,63.0,1.0
2021-07-16,5.0,34.0,100.0,64.0,1.0
2021-07-17,5.0,27.0,119.0,65.0,1.0
2021-07-18,5.0,25.0,136.0,65.0,3.0
2021-07-19,6.0,39.0,115.0,65.0,3.0
2021-07-20,6.0,38.0,97.0,66.0,1.0
2021-07-21,5.0,33.0,119.0,74.0,1.0
2021-07-22,5.0,31.0,67.0,78.0,1.0
2021-07-23,5.0,27.0,84.0,78.0,1.0
2021-07-24,5.0,25.0,100.0,78.0,0.0
2021-07-25,3.0,13.0,90.0,70.0,1.0
2021-07-26,6.0,49.0,58.0,65.0,6.0
2021-07-27,6.0,41.0,87.0,64.0,1.0
2021-07-28,6.0,43.0,87.0,61.0,3.0
2021-07-29,6.0,43.0,84.0,66.0,3.0
2021-07-30,6.0,40.0,87.0,66.0,3.0
2021-07-31,6.0,25.0,100.0,62.0,1.0
2021-08-01,6.0,26.0,115.0,64.0,3.0
2021-08-02,8.0,56.0,112.0,65.0,3.0
2021-08-03,7.0,46.0,154.0,61.0,3.0
2021-08-04,7.0,44.0,179.0,64.0,3.0
2021-08-05,7.0,38.0,179.0,69.0,3.0
2021-08-06,5.0,41.0,140.0,69.0,1.0
2021-08-07,5.0,25.0,129.0,76.0,1.0
2021-08-08,5.0,16.0,119.0,69.0,1.0
2021-08-09,6.0,35.0,129.0,65.0,4.0
2021-08-10,6.0,44.0,143.0,62.0,1.0
2021-08-11,6.0,45.0,90.0,60.0,3.0
2021-08-12,8.0,40.0,80.0,58.0,3.0
2021-08-13,6.0,39.0,61.0,59.0,1.0
2021-08-14,6.0,26.0,101.0,63.0,1.0
2021-08-15,7.0,21.0,164.0,73.0,3.0
2021-08-16,9.0,32.0,122.0,99.0,3.0
2021-08-17,6.0,25.0,45.0,61.0,1.0
2021-08-18,6.0,25.0,33.0,55.0,1.0
2021-08-19,6.0,37.0,64.0,67.0,1.0
2021-08-20,8.0,41.0,84.0,74.0,1.0
2021-08-21,6.0,34.0,48.0,56.0,0.0
2021-08-22,6.0,25.0,87.0,68.0,0.0
2021-08-23,7.0,36.0,129.0,67.0,0.0
2021-08-24,8.0,49.0,150.0,76.0,3.0
2021-08-25,8.0,49.0,166.0,86.0,3.0
2021-08-26,10.0,64.0,159.0,78.0,3.0
2021-08-27,10.0,50.0,154.0,71.0,1.0
2021-08-28,9.0,42.0,177.0,74.0,1.0
2021-08-29,7.0,24.0,166.0,71.0,1.0
2021-08-30,7.0,42.0,136.0,74.0,1.0
2021-08-31,6.0,41.0,48.0,79.0,1.0
2021-09-01,6.0,36.0,54.0,68.0,0.0
2021-09-02,6.0,36.0,101.0,69.0,1.0
2021-09-03,8.0,45.0,150.0,74.0,1.0
2021-09-04,8.0,42.0,100.0,71.0,3.0
2021-09-05,13.0,34.0,143.0,75.0,4.0
2021-09-06,6.0,18.0,154.0,75.0,1.0
2021-09-07,7.0,30.0,150.0,71.0,1.0
2021-09-08,7.0,44.0,150.0,74.0,1.0
2021-09-09,7.0,53.0,161.0,68.0,1.0
2021-09-10,7.0,51.0,115.0,63.0,3.0
2021-09-11,9.0,41.0,84.0,59.0,6.0
2021-09-12,9.0,30.0,100.0,63.0,4.0
2021-09-13,8.0,47.0,112.0,67.0,3.0
2021-09-14,7.0,44.0,105.0,69.0,1.0
2021-09-15,7.0,40.0,105.0,70.0,1.0
2021-09-16,6.0,39.0,133.0,71.0,1.0
2021-09-17,7.0,38.0,100.0,67.0,1.0
2021-09-18,7.0,35.0,77.0,61.0,3.0
2021-09-19,7.0,24.0,105.0,65.0,1.0
2021-09-20,8.0,37.0,115.0,70.0,1.0
2021-09-21,9.0,68.0,119.0,63.0,6.0
2021-09-22,9.0,55.0,61.0,57.0,6.0
2021-09-23,8.0,51.0,42.0,94.0,3.0
2021-09-24,8.0,38.0,74.0,88.0,1.0
2021-09-25,7.0,27.0,87.0,69.0,3.0
2021-09-26,7.0,17.0,49.0,73.0,0.0
2021-09-27,6.0,42.0,42.0,64.0,0.0
2021-09-28,5.0,45.0,44.0,58.0,0.0
2021-09-29,10.0,47.0,58.0,60.0,1.0
2021-09-30,13.0,64.0,80.0,70.0,1.0
2021-10-01,17.0,62.0,90.0,65.0,1.0
2021-10-02,13.0,58.0,115.0,60.0,4.0
2021-10-03,10.0,60.0,150.0,61.0,4.0
2021-10-04,18.0,90.0,93.0,68.0,3.0
2021-10-05,5.0,50.0,71.0,57.0,0.0
2021-10-06,6.0,55.0,64.0,67.0,1.0
2021-10-07,5.0,33.0,40.0,58.0,1.0
2021-10-08,5.0,41.0,36.0,50.0,0.0
2021-10-09,9.0,31.0,47.0,53.0,1.0
2021-10-10,11.0,35.0,74.0,61.0,1.0
2021-10-11,9.0,33.0,43.0,101.0,0.0
2021-10-12,7.0,44.0,40.0,59.0,0.0
2021-10-13,13.0,62.0,44.0,71.0,3.0
2021-10-14,16.0,64.0,48.0,75.0,1.0
2021-10-15,15.0,65.0,54.0,66.0,1.0
2021-10-16,14.0,52.0,71.0,60.0,1.0
2021-10-17,17.0,41.0,58.0,63.0,3.0
2021-10-18,3.0,47.0,38.0,51.0,0.0
2021-10-19,8.0,49.0,42.0,59.0,0.0
2021-10-20,11.0,57.0,54.0,61.0,3.0
2021-10-21,13.0,62.0,93.0,57.0,4.0
2021-10-22,10.0,41.0,48.0,64.0,0.0
2021-10-23,5.0,21.0,34.0,55.0,0.0
2021-10-24,7.0,20.0,43.0,55.0,0.0
2021-10-25,5.0,42.0,34.0,53.0,0.0
2021-10-26,11.0,50.0,37.0,60.0,1.0
2021-10-27,13.0,66.0,44.0,63.0,3.0
2021-10-28,20.0,81.0,64.0,66.0,3.0
2021-10-29,19.0,52.0,45.0,63.0,1.0
2021-10-30,11.0,34.0,47.0,77.0,0.0
2021-10-31,6.0,32.0,42.0,81.0,0.0
2021-11-01,14.0,47.0,30.0,77.0,0.0
2021-11-02,9.0,36.0,28.0,71.0,0.0
2021-11-03,13.0,53.0,39.0,80.0,1.0
2021-11-04,10.0,55.0,46.0,104.0,1.0
2021-11-05,13.0,53.0,50.0,123.0,0.0
2021-11-06,9.0,36.0,80.0,158.0,0.0
2021-11-07,9.0,38.0,64.0,149.0,0.0
2021-11-08,8.0,50.0,46.0,93.0,0.0
2021-11-09,8.0,55.0,43.0,68.0,0.0
2021-11-10,10.0,65.0,42.0,77.0,0.0
2021-11-11,24.0,74.0,44.0,75.0,3.0
2021-11-12,33.0,89.0,44.0,75.0,3.0
2021-11-13,25.0,52.0,51.0,63.0,0.0
2021-11-14,30.0,54.0,77.0,85.0,3.0
2021-11-15,18.0,85.0,47.0,77.0,4.0
2021-11-16,11.0,46.0,36.0,93.0,1.0
2021-11-17,8.0,55.0,37.0,87.0,0.0
2021-11-18,14.0,58.0,35.0,94.0,1.0
2021-11-19,11.0,51.0,33.0,121.0,0.0
2021-11-20,13.0,42.0,41.0,146.0,1.0
2021-11-21,18.0,50.0,39.0,82.0,0.0
2021-11-22,10.0,67.0,36.0,54.0,1.0
2021-11-23,13.0,53.0,32.0,55.0,1.0
2021-11-24,11.0,55.0,41.0,64.0,0.0
2021-11-25,19.0,49.0,43.0,74.0,0.0
2021-11-26,16.0,51.0,40.0,65.0,3.0
2021-11-27,23.0,49.0,39.0,82.0,1.0
2021-11-28,25.0,47.0,47.0,82.0,7.0
2021-11-29,26.0,72.0,36.0,86.0,3.0
2021-11-30,19.0,77.0,29.0,111.0,1.0
2021-12-01,18.0,74.0,36.0,125.0,1.0
2021-12-02,22.0,63.0,38.0,124.0,0.0
2021-12-03,10.0,53.0,33.0,155.0,0.0
2021-12-04,13.0,40.0,39.0,134.0,1.0
2021-12-05,15.0,45.0,35.0,130.0,0.0
2021-12-06,24.0,53.0,37.0,133.0,1.0
2021-12-07,9.0,49.0,36.0,90.0,0.0
2021-12-08,17.0,57.0,37.0,78.0,0.0
2021-12-09,6.0,54.0,38.0,72.0,1.0
2021-12-10,18.0,55.0,33.0,63.0,0.0
2021-12-11,22.0,42.0,33.0,69.0,0.0
2021-12-12,24.0,38.0,35.0,89.0,1.0
2021-12-13,16.0,38.0,39.0,69.0,0.0
2021-12-14,5.0,51.0,38.0,37.0,0.0
2021-12-15,8.0,56.0,34.0,65.0,0.0
2021-12-16,10.0,46.0,31.0,67.0,0.0
2021-12-17,18.0,51.0,35.0,71.0,1.0
2021-12-18,24.0,44.0,35.0,77.0,1.0
2021-12-19,27.0,39.0,32.0,97.0,1.0
2021-12-20,34.0,71.0,28.0,120.0,1.0
2021-12-21,20.0,82.0,27.0,93.0,1.0
2021-12-22,28.0,78.0,27.0,95.0,1.0
2021-12-23,14.0,43.0,31.0,59.0,0.0
2021-12-24,10.0,29.0,38.0,61.0,0.0
2021-12-25,13.0,24.0,38.0,64.0,0.0
2021-12-26,8.0,28.0,37.0,54.0,0.0
2021-12-27,14.0,42.0,35.0,64.0,1.0
2021-12-28,8.0,49.0,37.0,54.0,0.0
2021-12-29,11.0,39.0,35.0,52.0,0.0
2021-12-30,7.0,42.0,32.0,38.0,0.0
2021-12-31,9.0,38.0,32.0,82.0,0.0
2022-01-01,13.0,30.0,38.0,106.0,0.0
2022-01-02,14.0,35.0,35.0,56.0,0.0
2022-01-03,15.0,50.0,34.0,66.0,1.0
2022-01-04,16.0,58.0,37.0,75.0,1.0
2022-01-05,22.0,60.0,36.0,95.0,1.0
2022-01-06,27.0,68.0,33.0,104.0,1.0
2022-01-07,20.0,48.0,41.0,98.0,9.0
2022-01-08,13.0,48.0,43.0,80.0,0.0
2022-01-09,17.0,43.0,37.0,82.0,0.0
2022-01-10,19.0,66.0,35.0,57.0,0.0
2022-01-11,19.0,78.0,40.0,58.0,0.0
2022-01-12,13.0,71.0,34.0,63.0,1.0
2022-01-13,18.0,69.0,27.0,81.0,1.0
2022-01-14,19.0,89.0,39.0,88.0,1.0
2022-01-15,24.0,60.0,35.0,77.0,1.0
2022-01-16,10.0,40.0,36.0,56.0,0.0
2022-01-17,7.0,42.0,31.0,66.0,0.0
2022-01-18,7.0,48.0,37.0,66.0,0.0
2022-01-19,9.0,54.0,30.0,77.0,0.0
2022-01-20,18.0,65.0,38.0,69.0,1.0
2022-01-21,19.0,49.0,39.0,65.0,1.0
2022-01-22,14.0,43.0,39.0,57.0,0.0
2022-01-23,25.0,39.0,39.0,80.0,1.0
2022-01-24,22.0,46.0,33.0,66.0,1.0
2022-01-25,10.0,62.0,40.0,69.0,0.0
2022-01-26,15.0,65.0,39.0,70.0,0.0
2022-01-27,15.0,65.0,41.0,68.0,1.0
2022-01-28,14.0,71.0,44.0,61.0,0.0
2022-01-29,11.0,54.0,37.0,57.0,0.0
2022-01-30,23.0,41.0,39.0,83.0,0.0
2022-01-31,20.0,46.0,32.0,80.0,0.0
2022-02-01,11.0,66.0,39.0,79.0,0.0
2022-02-02,17.0,61.0,39.0,70.0,0.0
2022-02-03,19.0,65.0,40.0,67.0,1.0
2022-02-04,20.0,71.0,39.0,68.0,0.0
2022-02-05,18.0,48.0,41.0,62.0,1.0
2022-02-06,24.0,44.0,46.0,86.0,4.0
2022-02-07,23.0,79.0,41.0,68.0,3.0
2022-02-08,13.0,69.0,44.0,61.0,1.0
2022-02-09,24.0,95.0,43.0,72.0,1.0
2022-02-10,23.0,71.0,42.0,74.0,1.0
2022-02-11,20.0,65.0,46.0,70.0,1.0
2022-02-12,22.0,57.0,46.0,70.0,1.0
2022-02-13,20.0,48.0,51.0,67.0,3.0
2022-02-14,28.0,58.0,47.0,78.0,3.0
2022-02-15,5.0,57.0,37.0,56.0,0.0
2022-02-16,8.0,44.0,39.0,55.0,0.0
2022-02-17,10.0,55.0,41.0,56.0,0.0
2022-02-18,15.0,60.0,43.0,61.0,1.0
2022-02-19,20.0,57.0,47.0,70.0,1.0
2022-02-20,13.0,33.0,58.0,73.0,0.0
2022-02-21,5.0,42.0,44.0,61.0,0.0
2022-02-22,3.0,37.0,42.0,51.0,1.0
2022-02-23,3.0,47.0,39.0,43.0,0.0
2022-02-24,9.0,55.0,40.0,54.0,0.0
2022-02-25,11.0,52.0,41.0,61.0,3.0
2022-02-26,14.0,55.0,44.0,67.0,1.0
2022-02-27,16.0,42.0,46.0,59.0,1.0
2022-02-28,26.0,76.0,44.0,69.0,6.0
2022-03-01,22.0,85.0,46.0,69.0,3.0
2022-03-02,15.0,65.0,50.0,64.0,1.0
2022-03-03,11.0,55.0,64.0,74.0,0.0
2022-03-04,5.0,39.0,39.0,49.0,0.0
2022-03-05,6.0,40.0,43.0,53.0,0.0
2022-03-06,7.0,38.0,42.0,56.0,1.0
2022-03-07,13.0,57.0,43.0,62.0,0.0
2022-03-08,14.0,56.0,44.0,60.0,0.0
2022-03-09,10.0,55.0,46.0,62.0,0.0
2022-03-10,5.0,50.0,44.0,62.0,0.0
2022-03-11,11.0,60.0,48.0,63.0,1.0
2022-03-12,13.0,58.0,54.0,59.0,1.0
2022-03-13,9.0,35.0,64.0,60.0,1.0
2022-03-14,7.0,54.0,58.0,61.0,1.0
2022-03-15,10.0,52.0,54.0,64.0,1.0
2022-03-16,7.0,42.0,43.0,56.0,1.0
2022-03-17,8.0,53.0,47.0,58.0,3.0
2022-03-18,9.0,46.0,61.0,65.0,1.0
2022-03-19,7.0,46.0,46.0,62.0,0.0
2022-03-20,3.0,27.0,43.0,37.0,1.0
2022-03-21,6.0,48.0,45.0,61.0,1.0
2022-03-22,10.0,67.0,51.0,60.0,3.0
2022-03-23,15.0,58.0,54.0,57.0,1.0
2022-03-24,9.0,68.0,74.0,60.0,4.0
2022-03-25,10.0,46.0,74.0,65.0,3.0
2022-03-26,7.0,34.0,49.0,69.0,1.0
2022-03-27,3.0,11.0,50.0,63.0,0.0
2022-03-28,2.0,46.0,42.0,42.0,0.0
2022-03-29,8.0,49.0,43.0,51.0,0.0
2022-03-30,5.0,35.0,44.0,59.0,0.0
2022-03-31,5.0,45.0,45.0,59.0,0.0
2022-04-01,7.0,47.0,50.0,64.0,1.0
2022-04-02,6.0,37.0,50.0,66.0,0.0
2022-04-03,3.0,15.0,49.0,59.0,1.0
2022-04-04,5.0,47.0,54.0,67.0,1.0
2022-04-05,8.0,40.0,80.0,69.0,1.0
2022-04-06,8.0,67.0,112.0,69.0,4.0
2022-04-07,11.0,74.0,129.0,63.0,3.0
2022-04-08,14.0,67.0,77.0,59.0,3.0
2022-04-09,9.0,48.0,115.0,74.0,1.0
2022-04-10,3.0,12.0,58.0,73.0,0.0
2022-04-11,2.0,26.0,44.0,63.0,0.0
2022-04-12,3.0,33.0,47.0,49.0,0.0
2022-04-13,6.0,51.0,58.0,52.0,1.0
2022-04-14,6.0,42.0,61.0,57.0,1.0
2022-04-15,6.0,31.0,51.0,56.0,1.0
2022-04-16,3.0,24.0,36.0,46.0,0.0
2022-04-17,3.0,19.0,61.0,52.0,3.0
2022-04-18,6.0,39.0,74.0,60.0,1.0
2022-04-19,5.0,42.0,44.0,54.0,1.0
2022-04-20,2.0,37.0,49.0,53.0,0.0
2022-04-21,5.0,36.0,43.0,49.0,0.0
2022-04-22,3.0,33.0,44.0,44.0,0.0
2022-04-23,6.0,35.0,51.0,56.0,3.0
2022-04-24,10.0,35.0,61.0,54.0,1.0
2022-04-25,10.0,65.0,87.0,57.0,3.0
2022-04-26,7.0,50.0,100.0,64.0,1.0
2022-04-27,3.0,26.0,97.0,73.0,0.0
2022-04-28,3.0,42.0,80.0,68.0,1.0
2022-04-29,6.0,35.0,90.0,67.0,1.0
2022-04-30,9.0,31.0,129.0,69.0,3.0
2022-05-01,6.0,22.0,93.0,70.0,0.0
2022-05-02,3.0,46.0,74.0,68.0,1.0
2022-05-03,3.0,46.0,71.0,65.0,0.0
2022-05-04,6.0,48.0,101.0,68.0,1.0
2022-05-05,6.0,42.0,108.0,71.0,3.0
2022-05-06,8.0,40.0,108.0,67.0,1.0
2022-05-07,5.0,20.0,80.0,61.0,1.0
2022-05-08,2.0,18.0,47.0,60.0,0.0
2022-05-09,3.0,39.0,50.0,56.0,0.0
